name,duration,wait_for_key
Fix.png,180,FALSE
Black.png,9,FALSE
Doors.png,9,FALSE
plus.png,3,FALSE
Black.png,9,FALSE
Doors.png,9,FALSE
plus.png,3,FALSE
Black.png,9,FALSE
Doors.png,9,FALSE
minus.png,3,FALSE
Black.png,9,FALSE
Doors.png,9,FALSE
minus.png,3,FALSE
Black.png,9,FALSE
Doors.png,9,FALSE
plus.png,3,FALSE
Black.png,9,FALSE
end.png,20,TRUE
